gene	chr	s1	s2
Vitvi16g01608	chr16	4204315	4206348
Vitvi16g01609	chr16	4208176	4208891
Vitvi16g01610	chr16	4212292	4212971
Vitvi16g01611	chr16	4212972	4213339
Vitvi16g01612	chr16	4218802	4219641
Vitvi16g00245	chr16	4226489	4229535
Vitvi16g01613	chr16	4240155	4240472
Vitvi16g00246	chr16	4243081	4249927
Vitvi16g00247	chr16	4264047	4264407
Vitvi16g00248	chr16	4274478	4275201
Vitvi16g00249	chr16	4289855	4290196
Vitvi16g01614	chr16	4310362	4313317
Vitvi16g00250	chr16	4330359	4330719
Vitvi16g01615	chr16	4338398	4338989
Vitvi16g00251	chr16	4358292	4359256
Vitvi16g00252	chr16	4366724	4367567
Vitvi16g01616	chr16	4383122	4383712
Vitvi16g01617	chr16	4386690	4387325
Vitvi16g01618	chr16	4389047	4389492
Vitvi16g01619	chr16	4403789	4404673
Vitvi16g00253	chr16	4410007	4410683
Vitvi16g01620	chr16	4450896	4451652
Vitvi16g00254	chr16	4464729	4465292
Vitvi16g01621	chr16	4465350	4466251
Vitvi16g00255	chr16	4470807	4479419
Vitvi16g00256	chr16	4480600	4482334
Vitvi16g00257	chr16	4483724	4484603
Vitvi16g00258	chr16	4491888	4494325
Vitvi16g00259	chr16	4497154	4500873
Vitvi16g00260	chr16	4515015	4515448
Vitvi16g01622	chr16	4516842	4517885
Vitvi16g00261	chr16	4533503	4534264
Vitvi16g00262	chr16	4541792	4542534
Vitvi16g00263	chr16	4544608	4545093
Vitvi16g01623	chr16	4551200	4551634
Vitvi16g00264	chr16	4557057	4562447
Vitvi16g00265	chr16	4562884	4565000
Vitvi16g01624	chr16	4579652	4580089
Vitvi16g00266	chr16	4612681	4612874
Vitvi16g00267	chr16	4619592	4619912
Vitvi16g01625	chr16	4629086	4629523
Vitvi16g01626	chr16	4653060	4653497
Vitvi16g01627	chr16	4661180	4661617
Vitvi16g00268	chr16	4669586	4671276
Vitvi16g00269	chr16	4681647	4681796
Vitvi16g01628	chr16	4691381	4691818
Vitvi16g00270	chr16	4698091	4699382
Vitvi16g00271	chr16	4699437	4700030
Vitvi16g01629	chr16	4707367	4707804
Vitvi16g00272	chr16	4716083	4717873
Vitvi16g00273	chr16	4750259	4754392
Vitvi16g00274	chr16	4755329	4760212
Vitvi16g00275	chr16	4764972	4769461
Vitvi16g00276	chr16	4782584	4790354
Vitvi16g01630	chr16	4793572	4794262
Vitvi16g00277	chr16	4799803	4800904
Vitvi16g00278	chr16	4807099	4810245
Vitvi16g00279	chr16	4817685	4817972
Vitvi16g01631	chr16	4833954	4835267
Vitvi16g00280	chr16	4848132	4853747
Vitvi16g01632	chr16	4856282	4859408
Vitvi16g00282	chr16	4866864	4870166
Vitvi16g00283	chr16	4871620	4881341
Vitvi16g00284	chr16	4883171	4966012
Vitvi16g00287	chr16	4968980	4969800
Vitvi16g00288	chr16	4970078	4970400
Vitvi16g00289	chr16	4974177	4974461
Vitvi16g00290	chr16	4990242	4994312
Vitvi16g01633	chr16	4997382	4998097
Vitvi16g00291	chr16	5005085	5005904
Vitvi16g00292	chr16	5010422	5010910
Vitvi16g00293	chr16	5016896	5017243
Vitvi16g00294	chr16	5017467	5017792
Vitvi16g01634	chr16	5031831	5038874
Vitvi16g00295	chr16	5057771	5057974
Vitvi16g00296	chr16	5058297	5059629
Vitvi16g01635	chr16	5060263	5067210
Vitvi16g00297	chr16	5069699	5085227
Vitvi16g00298	chr16	5086194	5091741
Vitvi16g01636	chr16	5115792	5117590
Vitvi16g01637	chr16	5118011	5118931
Vitvi16g01638	chr16	5127795	5128510
Vitvi16g01639	chr16	5130512	5136917
Vitvi16g01640	chr16	5143610	5144340
Vitvi16g01641	chr16	5146476	5164988
Vitvi16g01642	chr16	5173907	5174548
Vitvi16g01643	chr16	5192622	5193425
Vitvi16g01644	chr16	5201396	5206980
Vitvi16g01645	chr16	5208896	5210794
Vitvi16g01646	chr16	5212125	5213005
Vitvi16g00299	chr16	5215060	5312951
Vitvi16g00300	chr16	5328150	5328554
Vitvi16g00301	chr16	5332457	5333325
Vitvi16g01647	chr16	5337636	5338942
Vitvi16g00302	chr16	5342187	5350767
Vitvi16g00303	chr16	5358200	5363353
Vitvi16g01648	chr16	5373690	5380886
Vitvi16g00305	chr16	5386665	5387937
Vitvi16g00306	chr16	5393413	5404384
Vitvi16g00307	chr16	5410878	5411236
Vitvi16g00308	chr16	5412421	5412573
Vitvi16g01649	chr16	5421170	5428874
Vitvi16g00309	chr16	5448021	5448971
Vitvi16g01650	chr16	5449443	5453863
Vitvi16g00310	chr16	5454340	5460729
Vitvi16g00311	chr16	5479185	5487005
Vitvi16g00312	chr16	5521885	5522172
Vitvi16g00313	chr16	5523095	5525501
Vitvi16g01651	chr16	5535419	5535643
Vitvi16g00314	chr16	5537515	5544364
Vitvi16g00315	chr16	5545083	5547283
Vitvi16g00316	chr16	5547685	5547837
Vitvi16g01652	chr16	5585969	5586965
Vitvi16g00317	chr16	5591199	5591354
Vitvi16g01653	chr16	5603540	5607549
Vitvi16g00318	chr16	5623853	5624597
Vitvi16g00319	chr16	5624646	5624995
Vitvi16g01654	chr16	5626049	5626527
Vitvi16g00320	chr16	5630623	5647332
Vitvi16g00321	chr16	5658676	5659748
Vitvi16g01655	chr16	5694617	5694907
Vitvi16g00322	chr16	5710464	5710682
Vitvi16g00323	chr16	5710902	5712825
Vitvi16g00325	chr16	5732360	5733242
Vitvi16g00326	chr16	5733319	5736520
Vitvi16g00327	chr16	5743284	5744380
Vitvi16g00328	chr16	5763654	5765105
Vitvi16g01656	chr16	5769071	5770610
Vitvi16g00329	chr16	5783529	5787868
Vitvi16g01657	chr16	5801177	5801596
Vitvi16g00330	chr16	5814201	5819263
Vitvi16g00331	chr16	5820392	5821063
Vitvi16g00332	chr16	5860485	5861186
Vitvi16g00333	chr16	5866547	5868267
Vitvi16g00334	chr16	5888533	5891979
Vitvi16g00335	chr16	5892049	5892366
Vitvi16g01658	chr16	5912607	5921044
Vitvi16g01659	chr16	5921132	5921557
Vitvi16g00336	chr16	5921608	5924736
Vitvi16g00337	chr16	5938076	5942024
Vitvi16g00338	chr16	5942556	5943515
Vitvi16g01660	chr16	5950816	5955184
Vitvi16g00339	chr16	6005408	6005785
Vitvi16g00340	chr16	6006345	6007833
Vitvi16g01661	chr16	6011832	6012312
Vitvi16g00341	chr16	6016260	6083924
Vitvi16g00342	chr16	6105397	6107429
Vitvi16g00343	chr16	6112917	6113072
Vitvi16g00344	chr16	6148781	6149759
Vitvi16g00345	chr16	6152090	6152248
Vitvi16g00346	chr16	6186512	6187878
Vitvi16g00347	chr16	6211267	6212021
Vitvi16g00348	chr16	6212262	6212411
Vitvi16g00349	chr16	6248596	6249732
Vitvi16g00350	chr16	6283579	6284605
Vitvi16g01662	chr16	6288924	6290607
Vitvi16g01663	chr16	6299684	6303379
Vitvi16g01664	chr16	6310281	6311787
Vitvi16g00351	chr16	6312189	6319092
Vitvi16g01665	chr16	6321447	6322815
Vitvi16g01429	chr16	6323868	6324845
Vitvi16g01438	chr16	6340226	6341347
Vitvi16g01430	chr16	6353674	6354603
Vitvi16g00352	chr16	6373861	6374176
Vitvi16g01424	chr16	6374230	6375289
Vitvi16g00353	chr16	6378160	6382391
Vitvi16g01423	chr16	6387963	6388894
Vitvi16g00355	chr16	6389436	6389795
Vitvi16g01432	chr16	6390945	6391977
Vitvi16g00356	chr16	6392409	6392527
Vitvi16g00357	chr16	6395698	6395920
Vitvi16g00358	chr16	6400675	6400863
Vitvi16g00359	chr16	6400960	6401565
Vitvi16g00360	chr16	6461150	6461806
Vitvi16g00361	chr16	6470637	6476194
Vitvi16g01666	chr16	6491856	6492544
Vitvi16g00362	chr16	6495312	6496325
Vitvi16g00363	chr16	6518283	6519283
Vitvi16g00364	chr16	6520757	6521293
Vitvi16g01442	chr16	6530414	6531483
Vitvi16g00366	chr16	6532995	6534343
Vitvi16g00367	chr16	6534664	6534957
Vitvi16g00368	chr16	6535113	6535773
Vitvi16g00369	chr16	6545664	6546627
Vitvi16g00370	chr16	6550999	6552087
Vitvi16g00371	chr16	6559399	6559536
Vitvi16g00372	chr16	6563759	6564246
Vitvi16g00373	chr16	6574558	6575000
Vitvi16g00374	chr16	6587082	6589696
Vitvi16g00375	chr16	6593878	6594357
Vitvi16g00376	chr16	6608220	6608557
Vitvi16g00377	chr16	6619927	6620044
Vitvi16g01444	chr16	6621652	6622826
Vitvi16g01437	chr16	6626070	6627309
Vitvi16g01434	chr16	6659232	6660318
Vitvi16g01443	chr16	6662810	6664013
Vitvi16g01435	chr16	6667987	6669132
Vitvi16g00379	chr16	6675418	6675582
Vitvi16g00380	chr16	6692405	6693620
Vitvi16g01667	chr16	6694027	6694378
Vitvi16g00381	chr16	6732842	6778215
Vitvi16g01668	chr16	6804822	6805934
Vitvi16g01669	chr16	6807078	6809331
Vitvi16g00383	chr16	6817490	6824174
Vitvi16g00384	chr16	6846060	6846504
Vitvi16g00385	chr16	6931231	6931395
Vitvi16g01670	chr16	6933292	6934064
Vitvi16g01671	chr16	6934764	6936524
Vitvi16g01672	chr16	6940645	6943249
Vitvi16g00386	chr16	6944493	6945849
Vitvi16g00387	chr16	6945926	6947673
Vitvi16g00388	chr16	6961161	6963760
Vitvi16g00389	chr16	6972375	6972524
Vitvi16g00390	chr16	6972723	6972908
Vitvi16g00391	chr16	6974099	6992389
Vitvi16g00392	chr16	7013457	7013636
Vitvi16g00393	chr16	7014524	7017552
Vitvi16g01673	chr16	7017929	7019494
Vitvi16g00394	chr16	7026722	7027318
Vitvi16g00395	chr16	7043891	7060639
Vitvi16g00396	chr16	7063744	7064469
Vitvi16g00397	chr16	7067702	7083868
Vitvi16g00398	chr16	7090920	7098808
Vitvi16g01674	chr16	7099937	7100945
Vitvi16g00399	chr16	7102222	7105390
Vitvi16g00400	chr16	7115695	7116117
Vitvi16g00401	chr16	7119556	7120600
Vitvi16g00402	chr16	7123786	7123935
Vitvi16g00403	chr16	7124036	7124404
Vitvi16g00404	chr16	7127254	7129050
Vitvi16g00405	chr16	7130734	7131152
Vitvi16g00406	chr16	7183691	7184356
Vitvi16g00407	chr16	7184830	7187579
Vitvi16g01675	chr16	7211054	7216078
Vitvi16g00408	chr16	7248604	7250779
Vitvi16g00409	chr16	7253133	7253423
Vitvi16g01676	chr16	7303425	7306997
Vitvi16g00410	chr16	7311336	7313503
Vitvi16g00411	chr16	7334966	7337009
Vitvi16g01677	chr16	7348440	7357657
Vitvi16g01678	chr16	7382396	7385509
Vitvi16g01679	chr16	7386371	7398576
Vitvi16g00412	chr16	7409275	7409565
Vitvi16g00413	chr16	7410015	7410435
Vitvi16g00414	chr16	7412206	7413424
Vitvi16g00415	chr16	7415215	7415814
Vitvi16g00416	chr16	7427187	7436169
Vitvi16g01680	chr16	7436221	7438518
Vitvi16g00417	chr16	7443171	7443948
Vitvi16g00418	chr16	7463592	7463855
Vitvi16g00419	chr16	7498834	7504159
Vitvi16g00420	chr16	7505622	7506264
Vitvi16g00421	chr16	7510390	7510608
Vitvi16g01681	chr16	7530504	7531213
Vitvi16g01682	chr16	7531930	7533736
Vitvi16g00422	chr16	7533750	7538233
Vitvi16g00423	chr16	7539736	7539933
Vitvi16g00424	chr16	7554157	7555217
Vitvi16g01683	chr16	7561418	7562316
Vitvi16g01684	chr16	7564161	7565923
Vitvi16g00425	chr16	7568114	7576107
Vitvi16g01685	chr16	7586923	7590079
Vitvi16g00426	chr16	7604197	7606491
Vitvi16g00427	chr16	7648012	7658721
Vitvi16g01686	chr16	7680597	7681311
Vitvi16g00428	chr16	7704931	7714832
Vitvi16g00429	chr16	7729434	7782890
Vitvi16g00430	chr16	7788941	7789941
Vitvi16g00431	chr16	7812160	7812315
Vitvi16g00432	chr16	7813363	7813563
Vitvi16g00433	chr16	7820580	7824465
Vitvi16g01687	chr16	7825394	7826416
Vitvi16g01688	chr16	7829951	7830209
Vitvi16g00434	chr16	7831078	7831859
Vitvi16g00435	chr16	7843956	7879681
Vitvi16g00436	chr16	7886482	7905621
Vitvi16g00437	chr16	7919475	7998892
Vitvi16g00439	chr16	7999734	8015429
Vitvi16g00440	chr16	8018002	8024157
Vitvi16g00441	chr16	8026303	8027077
Vitvi16g00442	chr16	8033878	8035139
Vitvi16g01689	chr16	8049323	8050019
Vitvi16g01690	chr16	8052640	8052762
Vitvi16g01691	chr16	8053677	8054027
Vitvi16g01692	chr16	8056000	8057009
Vitvi16g00443	chr16	8059952	8064124
Vitvi16g00444	chr16	8068503	8068856
Vitvi16g00445	chr16	8069118	8069971
Vitvi16g01693	chr16	8134454	8137454
Vitvi16g00446	chr16	8142886	8143081
Vitvi16g00447	chr16	8143256	8143417
Vitvi16g00448	chr16	8149608	8150781
Vitvi16g01694	chr16	8160691	8161159
Vitvi16g00449	chr16	8178893	8179507
Vitvi16g00450	chr16	8180115	8180294
Vitvi16g00451	chr16	8209956	8213717
Vitvi16g00452	chr16	8215870	8216436
Vitvi16g00453	chr16	8226028	8231279
Vitvi16g00454	chr16	8231690	8235029
Vitvi16g00455	chr16	8239709	8263752
Vitvi16g01695	chr16	8266428	8269716
Vitvi16g00458	chr16	8276809	8277178
Vitvi16g00459	chr16	8279582	8290110
Vitvi16g00460	chr16	8303669	8305406
Vitvi16g01696	chr16	8308893	8311541
Vitvi16g01697	chr16	8333331	8334080
Vitvi16g01698	chr16	8349633	8350920
Vitvi16g00461	chr16	8353746	8356763
Vitvi16g00462	chr16	8377327	8378577
Vitvi16g00463	chr16	8401396	8421305
Vitvi16g00464	chr16	8423101	8426673
Vitvi16g00465	chr16	8456840	8458791
Vitvi16g01699	chr16	8468248	8471748
Vitvi16g01700	chr16	8491233	8491478
Vitvi16g01701	chr16	8496875	8500515
Vitvi16g00466	chr16	8513220	8516883
Vitvi16g00467	chr16	8516960	8526914
Vitvi16g00468	chr16	8536885	8555628
Vitvi16g01702	chr16	8571773	8573218
Vitvi16g00469	chr16	8573267	8573997
Vitvi16g01703	chr16	8593855	8594508
Vitvi16g01704	chr16	8595130	8603282
Vitvi16g01705	chr16	8652438	8653109
Vitvi16g01706	chr16	8655766	8656119
Vitvi16g00470	chr16	8658886	8659079
Vitvi16g00471	chr16	8659346	8661447
Vitvi16g01707	chr16	8673503	8674877
Vitvi16g00472	chr16	8675105	8684119
Vitvi16g00474	chr16	8706174	8722016
Vitvi16g00475	chr16	8730181	8739157
Vitvi16g00476	chr16	8754755	8755256
Vitvi16g00477	chr16	8774209	8776676
Vitvi16g00478	chr16	8816647	8817014
Vitvi16g00479	chr16	8822773	8826224
Vitvi16g01708	chr16	8830029	8851325
Vitvi16g00480	chr16	8862924	8865317
Vitvi16g00481	chr16	8887631	8887963
Vitvi16g00482	chr16	8892668	8902001
Vitvi16g00483	chr16	8904046	8914530
Vitvi16g00484	chr16	8915304	8916098
Vitvi16g01709	chr16	8918017	8919482
Vitvi16g00485	chr16	8925514	8926078
Vitvi16g00486	chr16	8928145	8939305
Vitvi16g00487	chr16	8958921	8959791
Vitvi16g00488	chr16	8997292	9000447
Vitvi16g00489	chr16	9019881	9020048
Vitvi16g00490	chr16	9022782	9023089
Vitvi16g00491	chr16	9025828	9028590
Vitvi16g00492	chr16	9040313	9045467
Vitvi16g00493	chr16	9047286	9075792
Vitvi16g00494	chr16	9076046	9077422
Vitvi16g00495	chr16	9092292	9092536
Vitvi16g00496	chr16	9100607	9100792
Vitvi16g00497	chr16	9103548	9103980
Vitvi16g00498	chr16	9123428	9131935
Vitvi16g00499	chr16	9138586	9139293
Vitvi16g00500	chr16	9146952	9155432
Vitvi16g01710	chr16	9179871	9180197
Vitvi16g00501	chr16	9191493	9195739
Vitvi16g00502	chr16	9223205	9287729
Vitvi16g01711	chr16	9289538	9293248
Vitvi16g00503	chr16	9305085	9305252
Vitvi16g00504	chr16	9308124	9313489
Vitvi16g00505	chr16	9351176	9352959
Vitvi16g00506	chr16	9362764	9364918
Vitvi16g00507	chr16	9418136	9429999
Vitvi16g00508	chr16	9439414	9455696
Vitvi16g00509	chr16	9472247	9474844
Vitvi16g00510	chr16	9523119	9523762
Vitvi16g00511	chr16	9523835	9528899
Vitvi16g00512	chr16	9540184	9541116
Vitvi16g00513	chr16	9547935	9561164
Vitvi16g00514	chr16	9562661	9566167
Vitvi16g00515	chr16	9566328	9568004
Vitvi16g00516	chr16	9574185	9574392
Vitvi16g00517	chr16	9579447	9580715
Vitvi16g01712	chr16	9583689	9589341
Vitvi16g00518	chr16	9602979	9605067
Vitvi16g00519	chr16	9618133	9692943
Vitvi16g00521	chr16	9696397	9698323
Vitvi16g00522	chr16	9698722	9699569
Vitvi16g00523	chr16	9711200	9714464
Vitvi16g00525	chr16	9717938	9718159
Vitvi16g00526	chr16	9730458	9738119
Vitvi16g00527	chr16	9754323	9765601
Vitvi16g00528	chr16	9777468	9778363
Vitvi16g00529	chr16	9778404	9778610
Vitvi16g00530	chr16	9782458	9783516
Vitvi16g00531	chr16	9792328	9792799
Vitvi16g00532	chr16	9803077	9803238
Vitvi16g00533	chr16	9819119	9819790
Vitvi16g00534	chr16	9820004	9821466
Vitvi16g01713	chr16	9821650	9821847
Vitvi16g00535	chr16	9823699	9828458
Vitvi16g00536	chr16	9837366	9839277
Vitvi16g00537	chr16	9842916	9846431
Vitvi16g00538	chr16	9856930	9858840
Vitvi16g00539	chr16	9927063	9929550
Vitvi16g00540	chr16	9949348	9949527
Vitvi16g00541	chr16	9951980	9952428
Vitvi16g00542	chr16	9952909	9954679
Vitvi16g00543	chr16	9955523	9955650
Vitvi16g01714	chr16	9972410	9975574
Vitvi16g00544	chr16	10061606	10061934
Vitvi16g01715	chr16	10084790	10085668
Vitvi16g01716	chr16	10151475	10152824
Vitvi16g00545	chr16	10188976	10189143
Vitvi16g00546	chr16	10189518	10189706
Vitvi16g00547	chr16	10200522	10200779
Vitvi16g00548	chr16	10218320	10218541
Vitvi16g00549	chr16	10222112	10223044
Vitvi16g00550	chr16	10223489	10225289
Vitvi16g00551	chr16	10242044	10242441
Vitvi16g00552	chr16	10246679	10247092
Vitvi16g01717	chr16	10247796	10248706
Vitvi16g01718	chr16	10249135	10249701
Vitvi16g01719	chr16	10253632	10254035
Vitvi16g01720	chr16	10255508	10256113
Vitvi16g01721	chr16	10256352	10257173
Vitvi16g00553	chr16	10268925	10269947
Vitvi16g00554	chr16	10284025	10314209
Vitvi16g00556	chr16	10319348	10322748
Vitvi16g01722	chr16	10333229	10340798
Vitvi16g01723	chr16	10345831	10352679
Vitvi16g00557	chr16	10356498	10356689
Vitvi16g01724	chr16	10368415	10369020
Vitvi16g00558	chr16	10371200	10372087
Vitvi16g01725	chr16	10373066	10373684
Vitvi16g01726	chr16	10377317	10386236
Vitvi16g01727	chr16	10399011	10399418
Vitvi16g00559	chr16	10405712	10405903
Vitvi16g01728	chr16	10406097	10412731
Vitvi16g01729	chr16	10416904	10417361
Vitvi16g01730	chr16	10430325	10438016
Vitvi16g01731	chr16	10439960	10440795
Vitvi16g01732	chr16	10443061	10444574
Vitvi16g00560	chr16	10448454	10449323
Vitvi16g00561	chr16	10451307	10459709
Vitvi16g01733	chr16	10460434	10461613
Vitvi16g01734	chr16	10477729	10488174
Vitvi16g00562	chr16	10522446	10522619
Vitvi16g00563	chr16	10524838	10533567
Vitvi16g00564	chr16	10533711	10553807
Vitvi16g00565	chr16	10559400	10560035
Vitvi16g00566	chr16	10579805	10615212
Vitvi16g00567	chr16	10620583	10624052
Vitvi16g01735	chr16	10656009	10657864
Vitvi16g01736	chr16	10663322	10664644
Vitvi16g00568	chr16	10718533	10719316
Vitvi16g00569	chr16	10733375	10736408
Vitvi16g00570	chr16	10766943	10768149
Vitvi16g00571	chr16	10775563	10777212
Vitvi16g00572	chr16	10791975	10794132
Vitvi16g00573	chr16	10849804	10881926
Vitvi16g00574	chr16	10882139	10885915
Vitvi16g00575	chr16	10922013	10922951
Vitvi16g00576	chr16	10944253	10945712
Vitvi16g00577	chr16	10950403	10950638
Vitvi16g00578	chr16	10956362	10958186
Vitvi16g00579	chr16	10958236	10958445
Vitvi16g00580	chr16	10966795	10975692
Vitvi16g01737	chr16	10997784	11014651
Vitvi16g00581	chr16	11071619	11071786
Vitvi16g01738	chr16	11082106	11082727
Vitvi16g00582	chr16	11094534	11095109
Vitvi16g00583	chr16	11095167	11096739
Vitvi16g00584	chr16	11099746	11101186
Vitvi16g00585	chr16	11103215	11107809
Vitvi16g00586	chr16	11108059	11108225
Vitvi16g00587	chr16	11128698	11128892
Vitvi16g00588	chr16	11153899	11157854
Vitvi16g00589	chr16	11166661	11175499
Vitvi16g00590	chr16	11175946	11176751
Vitvi16g01739	chr16	11184175	11187385
Vitvi16g00591	chr16	11208097	11209545
Vitvi16g01740	chr16	11214790	11228229
Vitvi16g01741	chr16	11234306	11237940
Vitvi16g01742	chr16	11244618	11246885
Vitvi16g00592	chr16	11249995	11250864
Vitvi16g00593	chr16	11254417	11254632
Vitvi16g00594	chr16	11254678	11255346
Vitvi16g00595	chr16	11266867	11268823
Vitvi16g00596	chr16	11292328	11292827
Vitvi16g00597	chr16	11293273	11294856
Vitvi16g00598	chr16	11294954	11295155
Vitvi16g01743	chr16	11298846	11298986
Vitvi16g00599	chr16	11301620	11303738
Vitvi16g00600	chr16	11370649	11374412
Vitvi16g00601	chr16	11377784	11380647
Vitvi16g00602	chr16	11382839	11383024
Vitvi16g00603	chr16	11393686	11395476
Vitvi16g00604	chr16	11395565	11406996
Vitvi16g00605	chr16	11423671	11425746
Vitvi16g00606	chr16	11433307	11434486
Vitvi16g00607	chr16	11434801	11439063
Vitvi16g01744	chr16	11439969	11446129
Vitvi16g00608	chr16	11450686	11452696
Vitvi16g00609	chr16	11463597	11466323
Vitvi16g00610	chr16	11518573	11519585
Vitvi16g00611	chr16	11520289	11526050
Vitvi16g01745	chr16	11532572	11548160
Vitvi16g01746	chr16	11549552	11551051
Vitvi16g00612	chr16	11551126	11551697
Vitvi16g01747	chr16	11556223	11557158
Vitvi16g01748	chr16	11593413	11598833
Vitvi16g01749	chr16	11617208	11626927
Vitvi16g01750	chr16	11641450	11643516
Vitvi16g01751	chr16	11643517	11645981
Vitvi16g01752	chr16	11671220	11674130
Vitvi16g00613	chr16	11676671	11701649
Vitvi16g01753	chr16	11722792	11725233
Vitvi16g00615	chr16	11729765	11744809
Vitvi16g01754	chr16	11827059	11830388
Vitvi16g00616	chr16	11847946	11849061
Vitvi16g00617	chr16	11856182	11856442
Vitvi16g01755	chr16	11861740	11863896
Vitvi16g00618	chr16	11919978	11920148
Vitvi16g00619	chr16	11920250	11930775
Vitvi16g01756	chr16	11940951	11944527
Vitvi16g00620	chr16	11954195	11954356
Vitvi16g01757	chr16	11977976	11978329
Vitvi16g01758	chr16	11979569	11981037
Vitvi16g01759	chr16	11982771	11988062
Vitvi16g01760	chr16	11988525	11989996
Vitvi16g01761	chr16	11993790	11995075
Vitvi16g00621	chr16	11996502	11997978
Vitvi16g00622	chr16	12006060	12010521
Vitvi16g00623	chr16	12020499	12028472
Vitvi16g01762	chr16	12030306	12034282
Vitvi16g00624	chr16	12035319	12035489
Vitvi16g00625	chr16	12035699	12109076
Vitvi16g01763	chr16	12134341	12137351
Vitvi16g00626	chr16	12169462	12172162
Vitvi16g00627	chr16	12202986	12227363
Vitvi16g01764	chr16	12236319	12237868
Vitvi16g00630	chr16	12248447	12252010
Vitvi16g00631	chr16	12252870	12255726
Vitvi16g01765	chr16	12256415	12256489
Vitvi16g01766	chr16	12278151	12280641
Vitvi16g00632	chr16	12304770	12305181
Vitvi16g00633	chr16	12305325	12305664
Vitvi16g01767	chr16	12306190	12307020
Vitvi16g00634	chr16	12318210	12319218
Vitvi16g00635	chr16	12352526	12383376
Vitvi16g01768	chr16	12395969	12396136
Vitvi16g01769	chr16	12444921	12446752
Vitvi16g01770	chr16	12445905	12446642
Vitvi16g00636	chr16	12446813	12448383
Vitvi16g01771	chr16	12467285	12468584
Vitvi16g00637	chr16	12473920	12474174
Vitvi16g00638	chr16	12475762	12476763
Vitvi16g00639	chr16	12496980	12497315
Vitvi16g00640	chr16	12505833	12529201
Vitvi16g01772	chr16	12547294	12551387
Vitvi16g00646	chr16	12565115	12565357
Vitvi16g00647	chr16	12573310	12574615
Vitvi16g01773	chr16	12592832	12594547
Vitvi16g00648	chr16	12610638	12611544
Vitvi16g00649	chr16	12611621	12611833
Vitvi16g00650	chr16	12629569	12631774
Vitvi16g00651	chr16	12648851	12649030
Vitvi16g01774	chr16	12674383	12675274
Vitvi16g01775	chr16	12677078	12677816
Vitvi16g01776	chr16	12686956	12690934
Vitvi16g00652	chr16	12696022	12729404
Vitvi16g00653	chr16	12734689	12735128
Vitvi16g00654	chr16	12755041	12756420
Vitvi16g00655	chr16	12758894	12760016
Vitvi16g00656	chr16	12791050	12791806
Vitvi16g00657	chr16	12791859	12792713
Vitvi16g00658	chr16	12800216	12802194
Vitvi16g00659	chr16	12822453	12823721
Vitvi16g00660	chr16	12829339	12829785
Vitvi16g00661	chr16	12845353	12851867
Vitvi16g00662	chr16	12853341	12854112
Vitvi16g00663	chr16	12858966	12872768
Vitvi16g00664	chr16	12874434	12874790
Vitvi16g01777	chr16	12875519	12876171
Vitvi16g01778	chr16	12877934	12879556
Vitvi16g01779	chr16	12901987	12902316
Vitvi16g00665	chr16	12932975	12934633
Vitvi16g00666	chr16	12937458	12943248
Vitvi16g00667	chr16	12943589	12945703
Vitvi16g00668	chr16	12968846	12969519
Vitvi16g00669	chr16	12973747	12975288
Vitvi16g00670	chr16	12979646	12982598
Vitvi16g00671	chr16	12990627	12991664
Vitvi16g00672	chr16	12992214	12999612
Vitvi16g01780	chr16	13002251	13002535
Vitvi16g00673	chr16	13005432	13006695
Vitvi16g00674	chr16	13018872	13020439
Vitvi16g00675	chr16	13044999	13054332
Vitvi16g00676	chr16	13055492	13067627
Vitvi16g00677	chr16	13073762	13086663
Vitvi16g00678	chr16	13087340	13092439
Vitvi16g00679	chr16	13092859	13093777
Vitvi16g00680	chr16	13113658	13113834
Vitvi16g00681	chr16	13115650	13117198
Vitvi16g00682	chr16	13122313	13124463
Vitvi16g00683	chr16	13141962	13142970
Vitvi16g00684	chr16	13151668	13151860
Vitvi16g00685	chr16	13151943	13152600
Vitvi16g00686	chr16	13153315	13154190
Vitvi16g00687	chr16	13154283	13154690
Vitvi16g00688	chr16	13163171	13164210
Vitvi16g00689	chr16	13178984	13179327
Vitvi16g00690	chr16	13182498	13182677
Vitvi16g00691	chr16	13184158	13184310
Vitvi16g00692	chr16	13194672	13198112
Vitvi16g00693	chr16	13204001	13204442
Vitvi16g01781	chr16	13212452	13213119
Vitvi16g00694	chr16	13215302	13215526
Vitvi16g00695	chr16	13220838	13221344
Vitvi16g00696	chr16	13235938	13236162
Vitvi16g00697	chr16	13254574	13255318
Vitvi16g01782	chr16	13265854	13269222
Vitvi16g00698	chr16	13296676	13296861
Vitvi16g00699	chr16	13303696	13304811
Vitvi16g01783	chr16	13315357	13315497
Vitvi16g01784	chr16	13315732	13318649
Vitvi16g00700	chr16	13339492	13344275
Vitvi16g01785	chr16	13362469	13364130
Vitvi16g00701	chr16	13367659	13367797
Vitvi16g01786	chr16	13376817	13395034
Vitvi16g00702	chr16	13403950	13404925
Vitvi16g00703	chr16	13408458	13424034
Vitvi16g00704	chr16	13429318	13429539
Vitvi16g00705	chr16	13444123	13444480
Vitvi16g00706	chr16	13445332	13447354
Vitvi16g01787	chr16	13455827	13458967
Vitvi16g00707	chr16	13462405	13463087
Vitvi16g00708	chr16	13468053	13468836
Vitvi16g00709	chr16	13469427	13470096
Vitvi16g00710	chr16	13482640	13483916
Vitvi16g00711	chr16	13493625	13501679
