# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Vitvi08g00195	Vitvi08g00195	Vitvi08g00195.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00653	Vitvi08g00653	Vitvi08g00653.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00654	Vitvi08g00654	Vitvi08g00654.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00680	Vitvi08g00680	Vitvi08g00680.t01	protein_coding	1	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4
Vitvi08g00699	Vitvi08g00699	Vitvi08g00699.t01	protein_coding	0	0	1	6	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3
Vitvi08g00700	Vitvi08g00700	Vitvi08g00700.t01	protein_coding	0	1	1	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	4
Vitvi08g00720	Vitvi08g00720	Vitvi08g00720.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00721	Vitvi08g00721	Vitvi08g00721.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi08g00762	Vitvi08g00762	Vitvi08g00762.t01	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00769	Vitvi08g00769	Vitvi08g00769.t01	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2
Vitvi08g00790	Vitvi08g00790	Vitvi08g00790.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Vitvi08g00791	Vitvi08g00791	Vitvi08g00791.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g00849	Vitvi08g00849	Vitvi08g00849.t01	protein_coding	0	1	2	4	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	1
Vitvi08g00886	Vitvi08g00886	Vitvi08g00886.t01	protein_coding	0	0	0	18	0	0	1	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	3
Vitvi08g00887	Vitvi08g00887	Vitvi08g00887.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi08g00948	Vitvi08g00948	Vitvi08g00948.t01	protein_coding	0	0	0	36	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	16
Vitvi08g01015	Vitvi08g01015	Vitvi08g01015.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01045	Vitvi08g01045	Vitvi08g01045.r01	lincRNA	0	1	0	36	0	0	0	0	0	0	0	4	0	27	0	6	0	0	1	0	0	0	0	0	0
Vitvi08g01045	Vitvi08g01045	Vitvi08g01045.r02	lincRNA	0	1	0	36	0	0	0	0	0	0	0	4	0	27	0	6	0	0	1	0	0	0	0	0	0
Vitvi08g01045	Vitvi08g01045	Vitvi08g01045.r03	lincRNA	0	1	0	36	0	0	0	0	0	0	0	4	0	28	0	5	0	0	1	0	0	0	0	0	0
Vitvi08g01045	Vitvi08g01045	Vitvi08g01045.r04	lincRNA	0	1	0	36	0	0	0	0	0	0	0	4	0	27	0	6	0	0	1	0	0	0	0	0	0
Vitvi08g01099	Vitvi08g01099	Vitvi08g01099.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01224	Vitvi08g01224	Vitvi08g01224.t01	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi08g01225	Vitvi08g01225	Vitvi08g01225.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi08g01227	Vitvi08g01227	Vitvi08g01227.t01	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01258	Vitvi08g01258	Vitvi08g01258.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01259	Vitvi08g01259	Vitvi08g01259.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01268	Vitvi08g01268	Vitvi08g01268.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01382	Vitvi08g01382	Vitvi08g01382.t01	protein_coding	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01501	Vitvi08g01501	Vitvi08g01501.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01528	Vitvi08g01528	Vitvi08g01528.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi08g01534	Vitvi08g01534	Vitvi08g01534.t01	protein_coding	1	3	11	80	0	0	1	0	0	0	0	44	0	5	11	0	0	0	0	0	0	1	0	3	30
Vitvi08g01611	Vitvi08g01611	Vitvi08g01611.t01	protein_coding	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2
Vitvi08g01733	Vitvi08g01733	Vitvi08g01733.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01733	Vitvi08g01733	Vitvi08g01733.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01733	Vitvi08g01733	Vitvi08g01733.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01733	Vitvi08g01733	Vitvi08g01733.t04	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01733	Vitvi08g01733	Vitvi08g01733.t05	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01733	Vitvi08g01733	Vitvi08g01733.t06	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g01734	Vitvi08g01734	Vitvi08g01734.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01913	Vitvi08g01913	Vitvi08g01913.r01	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g01913	Vitvi08g01913	Vitvi08g01913.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02005	Vitvi08g02005	Vitvi08g02005.t01	protein_coding	0	13	22	29	0	0	0	0	0	0	0	7	0	15	22	0	0	0	1	0	0	0	1	11	8
Vitvi08g02016	Vitvi08g02016	Vitvi08g02016.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02017	Vitvi08g02017	Vitvi08g02017.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Vitvi08g02058	Vitvi08g02058	Vitvi08g02058.t01	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02080	Vitvi08g02080	Vitvi08g02080.t01	protein_coding	0	3	1	9	0	0	1	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	3	2
Vitvi08g02114	Vitvi08g02114	Vitvi08g02114.t01	protein_coding	0	0	0	36	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	16
Vitvi08g02122	Vitvi08g02122	Vitvi08g02122.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02140	Vitvi08g02140	Vitvi08g02140.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02140	Vitvi08g02140	Vitvi08g02140.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02141	Vitvi08g02141	Vitvi08g02141.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02149	Vitvi08g02149	Vitvi08g02149.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02150	Vitvi08g02150	Vitvi08g02150.t01	protein_coding	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02151	Vitvi08g02151	Vitvi08g02151.t01	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
Vitvi08g02173	Vitvi08g02173	Vitvi08g02173.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi08g02199	Vitvi08g02199	Vitvi08g02199.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g02200	Vitvi08g02200	Vitvi08g02200.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g02201	Vitvi08g02201	Vitvi08g02201.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02201	Vitvi08g02201	Vitvi08g02201.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02207	Vitvi08g02207	Vitvi08g02207.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02208	Vitvi08g02208	Vitvi08g02208.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02217	Vitvi08g02217	Vitvi08g02217.t01	protein_coding	0	0	1	5	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0
Vitvi08g02249	Vitvi08g02249	Vitvi08g02249.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi08g02250	Vitvi08g02250	Vitvi08g02250.t01	protein_coding	0	2	3	8	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	2	0
Vitvi08g02275	Vitvi08g02275	Vitvi08g02275.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02276	Vitvi08g02276	Vitvi08g02276.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02279	Vitvi08g02279	Vitvi08g02279.t01	protein_coding	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
Vitvi08g02280	Vitvi08g02280	Vitvi08g02280.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02293	Vitvi08g02293	Vitvi08g02293.t01	protein_coding	0	4	5	15	0	2	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0
Vitvi08g02343	Vitvi08g02343	Vitvi08g02343.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02344	Vitvi08g02344	Vitvi08g02344.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi08g02354	Vitvi08g02354	Vitvi08g02354.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi08g02401	Vitvi08g02401	Vitvi08g02401.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi09g00106	Vitvi09g00106	Vitvi09g00106.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi09g00107	Vitvi09g00107	Vitvi09g00107.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi09g00107	Vitvi09g00107	Vitvi09g00107.t02	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi09g00107	Vitvi09g00107	Vitvi09g00107.t03	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi09g00165	Vitvi09g00165	Vitvi09g00165.t01	protein_coding	0	0	0	40	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g00235	Vitvi09g00235	Vitvi09g00235.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g00237	Vitvi09g00237	Vitvi09g00237.t01	protein_coding	0	1	3	8	0	0	0	0	0	0	0	0	0	8	3	0	0	0	1	0	0	0	0	0	1
Vitvi09g00241	Vitvi09g00241	Vitvi09g00241.t01	protein_coding	0	8	6	32	0	0	0	0	0	0	0	0	0	32	6	0	0	0	2	0	0	0	0	8	0
Vitvi09g00243	Vitvi09g00243	Vitvi09g00243.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi09g00448	Vitvi09g00448	Vitvi09g00448.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi09g00502	Vitvi09g00502	Vitvi09g00502.t01	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vitvi09g00611	Vitvi09g00611	Vitvi09g00611.t01	protein_coding	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g00612	Vitvi09g00612	Vitvi09g00612.t01	protein_coding	0	0	1	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2
Vitvi09g00810	Vitvi09g00810	Vitvi09g00810.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi09g00811	Vitvi09g00811	Vitvi09g00811.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g00887	Vitvi09g00887	Vitvi09g00887.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi09g00902	Vitvi09g00902	Vitvi09g00902.t01	protein_coding	1	4	6	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	4	1
Vitvi09g00918	Vitvi09g00918	Vitvi09g00918.t01	protein_coding	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
Vitvi09g00948	Vitvi09g00948	Vitvi09g00948.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g00990	Vitvi09g00990	Vitvi09g00990.t01	protein_coding	0	0	4	14	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14
Vitvi09g01008	Vitvi09g01008	Vitvi09g01008.t01	protein_coding	0	2	5	23	0	0	0	0	0	0	0	0	0	10	5	0	0	0	2	0	0	0	0	0	15
Vitvi09g01098	Vitvi09g01098	Vitvi09g01098.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi09g01117	Vitvi09g01117	Vitvi09g01117.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi09g01118	Vitvi09g01118	Vitvi09g01118.t01	protein_coding	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi09g01145	Vitvi09g01145	Vitvi09g01145.t01	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26
Vitvi09g01146	Vitvi09g01146	Vitvi09g01146.t01	protein_coding	1	0	7	46	0	0	0	0	0	0	0	6	0	32	7	0	0	0	0	0	0	1	0	0	8
Vitvi09g01176	Vitvi09g01176	Vitvi09g01176.t01	protein_coding	0	1	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0
Vitvi09g01217	Vitvi09g01217	Vitvi09g01217.t01	protein_coding	0	1	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0
Vitvi09g01367	Vitvi09g01367	Vitvi09g01367.t01	protein_coding	0	1	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3
Vitvi09g01368	Vitvi09g01368	Vitvi09g01368.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi09g01395	Vitvi09g01395	Vitvi09g01395.t01	protein_coding	1	0	3	74	0	0	0	0	0	0	0	0	0	68	3	0	0	1	1	0	0	0	0	0	7
Vitvi09g01444	Vitvi09g01444	Vitvi09g01444.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Vitvi09g01445	Vitvi09g01445	Vitvi09g01445.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4
Vitvi09g01450	Vitvi09g01450	Vitvi09g01450.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi09g01530	Vitvi09g01530	Vitvi09g01530.t01	protein_coding	0	3	0	62	0	0	0	0	0	0	0	7	0	12	0	0	0	0	3	0	0	0	0	1	45
Vitvi09g01531	Vitvi09g01531	Vitvi09g01531.t01	protein_coding	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
Vitvi09g01551	Vitvi09g01551	Vitvi09g01551.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01552	Vitvi09g01552	Vitvi09g01552.t01	protein_coding	0	0	0	21	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01632	Vitvi09g01632	Vitvi09g01632.r01	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01632	Vitvi09g01632	Vitvi09g01632.r02	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01632	Vitvi09g01632	Vitvi09g01632.r03	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01667	Vitvi09g01667	Vitvi09g01667.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01747	Vitvi09g01747	Vitvi09g01747.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi09g01789	Vitvi09g01789	Vitvi09g01789.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi09g01790	Vitvi09g01790	Vitvi09g01790.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Vitvi09g01792	Vitvi09g01792	Vitvi09g01792.t01	protein_coding	0	2	2	21	1	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	2	14
Vitvi09g01793	Vitvi09g01793	Vitvi09g01793.t01	protein_coding	0	2	2	21	0	0	0	0	0	0	0	11	0	3	2	0	0	0	1	0	0	0	0	1	8
Vitvi09g01798	Vitvi09g01798	Vitvi09g01798.t01	protein_coding	1	1	3	12	0	0	0	0	0	0	0	3	1	2	3	0	0	0	1	0	0	0	0	0	8
Vitvi09g01809	Vitvi09g01809	Vitvi09g01809.t01	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
Vitvi09g01838	Vitvi09g01838	Vitvi09g01838.t01	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Vitvi09g01861	Vitvi09g01861	Vitvi09g01861.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01861	Vitvi09g01861	Vitvi09g01861.t02	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01977	Vitvi09g01977	Vitvi09g01977.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi09g01978	Vitvi09g01978	Vitvi09g01978.t01	protein_coding	0	0	5	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Vitvi09g01980	Vitvi09g01980	Vitvi09g01980.t01	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi09g01998	Vitvi09g01998	Vitvi09g01998.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g01999	Vitvi09g01999	Vitvi09g01999.t01	protein_coding	0	0	1	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9
Vitvi09g02000	Vitvi09g02000	Vitvi09g02000.r01	lincRNA	0	0	0	11	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	0	0	0	2
Vitvi09g02001	Vitvi09g02001	Vitvi09g02001.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi09g02009	Vitvi09g02009	Vitvi09g02009.t01	protein_coding	0	0	1	6	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4
Vitvi09g02012	Vitvi09g02012	Vitvi09g02012.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi10g00017	Vitvi10g00017	Vitvi10g00017.t01	protein_coding	1	0	1	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3
Vitvi10g00080	Vitvi10g00080	Vitvi10g00080.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi10g00081	Vitvi10g00081	Vitvi10g00081.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi10g00170	Vitvi10g00170	Vitvi10g00170.t01	protein_coding	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00171	Vitvi10g00171	Vitvi10g00171.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00215	Vitvi10g00215	Vitvi10g00215.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00297	Vitvi10g00297	Vitvi10g00297.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00298	Vitvi10g00298	Vitvi10g00298.t01	protein_coding	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00299	Vitvi10g00299	Vitvi10g00299.t01	protein_coding	2	0	3	8	0	0	1	0	0	0	0	0	0	5	3	0	0	0	0	0	1	1	0	0	2
Vitvi10g00326	Vitvi10g00326	Vitvi10g00326.t01	protein_coding	0	3	5	63	3	0	3	0	0	0	0	10	0	37	5	0	0	0	1	0	0	0	0	2	11
Vitvi10g00327	Vitvi10g00327	Vitvi10g00327.t01	protein_coding	0	0	0	58	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00555	Vitvi10g00555	Vitvi10g00555.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00557	Vitvi10g00557	Vitvi10g00557.t01	protein_coding	1	0	8	6	0	0	0	0	0	0	0	4	1	0	8	0	0	0	0	0	0	0	0	0	2
Vitvi10g00558	Vitvi10g00558	Vitvi10g00558.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi10g00926	Vitvi10g00926	Vitvi10g00926.t01	protein_coding	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
Vitvi10g00927	Vitvi10g00927	Vitvi10g00927.t01	protein_coding	1	0	0	55	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	1	0	0	6
Vitvi10g01290	Vitvi10g01290	Vitvi10g01290.t01	protein_coding	0	0	1	38	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	34
